date	mentions
8-Jul-15	1
19-Aug-15	1
23-Oct-15	1
28-Oct-15	2
29-Oct-15	2
11-Nov-15	1
12-Nov-15	3
16-Nov-15	1
2-Feb-16	1
8-Feb-16	1
17-Feb-16	1
31-Mar-16	1
13-Apr-16	1
2-May-16	1
31-May-16	1
1-Jun-16	1
3-Jun-16	1
30-Jun-16	1
27-Oct-16	1
8-Dec-16	1
11-Dec-16	1
12-Dec-16	1
13-Dec-16	1
11-Jan-17	1
11-Feb-17	1
14-Feb-17	1
15-Feb-17	1
14-Mar-17	1
24-Mar-17	1
